student_pid,State,Started on,Completed,Grade/10.00,topic,labType
spid1_2FKJ4KCYKAAEADGY5AYAOFEM4B,Finished,13/03/2023 12:16,03/04/2023 21:29,10.0,Pointer 2,Prelab
spid1_YJIB3AM6U3JEFKGESBYGWHHZTD,Finished,13/03/2023 13:06,14/03/2023 8:52,10.0,Pointer 2,Prelab
spid1_6SIYXK5QL2IUICB24TCJQSTHIN,Finished,13/03/2023 13:52,15/03/2023 22:16,10.0,Pointer 2,Prelab
spid1_2MPKMY35WFQMDCZR6OQVTFUN5U,Finished,13/03/2023 14:02,13/03/2023 14:04,10.0,Pointer 2,Prelab
spid1_NST3FIZZPNGM5NIGV7VUXAMC44,Finished,13/03/2023 14:19,03/04/2023 9:12,10.0,Pointer 2,Prelab
spid1_V2BSSQSN5LKVTDHWC5YBGXFINK,Finished,13/03/2023 14:19,14/03/2023 14:07,8.4,Pointer 2,Prelab
spid1_OUKRMZ35AVLJXUEXZT3Q3TS776,Finished,13/03/2023 15:29,18/04/2023 1:57,10.0,Pointer 2,Prelab
spid1_HA234DR6WG3FL4IRFTU2557DMT,Finished,13/03/2023 16:03,13/03/2023 16:15,2.8,Pointer 2,Prelab
spid1_HA234DR6WG3FL4IRFTU2557DMT,Finished,13/03/2023 16:16,13/03/2023 16:19,2.8,Pointer 2,Prelab
spid1_HA234DR6WG3FL4IRFTU2557DMT,Finished,13/03/2023 16:20,13/03/2023 16:20,2.8,Pointer 2,Prelab
spid1_HA234DR6WG3FL4IRFTU2557DMT,Finished,13/03/2023 22:48,13/03/2023 22:52,2.8,Pointer 2,Prelab
spid1_HA234DR6WG3FL4IRFTU2557DMT,Finished,13/03/2023 23:01,13/03/2023 23:40,10.0,Pointer 2,Prelab
spid1_VRK6YSJ4ZYTPEQNPJRR65SLCL5,Finished,13/03/2023 23:12,02/04/2023 19:20,10.0,Pointer 2,Prelab
spid1_6IEDQOTB4IFSWFPDO4NS7POCXU,Finished,14/03/2023 2:05,15/03/2023 8:31,2.8,Pointer 2,Prelab
spid1_Q3BAUR36FTAVWTV3DHTACLSGM4,Finished,14/03/2023 10:21,14/03/2023 10:22,1.0,Pointer 2,Prelab
spid1_Q3BAUR36FTAVWTV3DHTACLSGM4,Finished,14/03/2023 10:40,14/03/2023 11:18,9.2,Pointer 2,Prelab
spid1_Q3BAUR36FTAVWTV3DHTACLSGM4,Finished,14/03/2023 11:19,14/03/2023 11:19,2.6,Pointer 2,Prelab
spid1_Q3BAUR36FTAVWTV3DHTACLSGM4,Finished,14/03/2023 11:20,14/03/2023 11:24,9.2,Pointer 2,Prelab
spid1_YBABBDLF77HXEEH4IWSGPYK5IR,Finished,14/03/2023 13:26,03/04/2023 8:57,10.0,Pointer 2,Prelab
spid1_OXPX2ICXRGEH77REVMQNWB7IU6,Finished,14/03/2023 13:32,14/03/2023 14:09,10.0,Pointer 2,Prelab
spid1_V2BSSQSN5LKVTDHWC5YBGXFINK,Finished,14/03/2023 14:09,14/03/2023 14:38,8.4,Pointer 2,Prelab
spid1_GNAZAN4KM4FPQGVTHBGPVNN2RN,Finished,14/03/2023 15:41,14/03/2023 16:05,8.8,Pointer 2,Prelab
spid1_VW6HIBSYVLPXI7STLBRRM5N3YG,Finished,14/03/2023 17:36,14/03/2023 20:00,4.2,Pointer 2,Prelab
spid1_7BDPJCGPUTFLUHTF3CEXALJTMI,Finished,14/03/2023 18:39,20/03/2023 4:06,10.0,Pointer 2,Prelab
spid1_VW6HIBSYVLPXI7STLBRRM5N3YG,Finished,14/03/2023 20:01,14/03/2023 20:25,6.2,Pointer 2,Prelab
spid1_V4D46HJVZPNGZNSBS7GHTZH6E3,Finished,14/03/2023 20:38,03/04/2023 9:27,10.0,Pointer 2,Prelab
spid1_NU2DITIGWJAWCEQ53QV3WUWRS4,Finished,14/03/2023 23:07,03/04/2023 13:59,10.0,Pointer 2,Prelab
spid1_53AERT2G3NNGWSCMZAYM4SXXPE,Finished,15/03/2023 0:11,16/03/2023 18:05,10.0,Pointer 2,Prelab
spid1_HHGTQONVMKCBTRKAPJWCVHHITX,Finished,15/03/2023 0:50,15/03/2023 13:01,10.0,Pointer 2,Prelab
spid1_CHUH5EJKMXWU5QMWBFZN64TNHN,Finished,15/03/2023 6:16,16/03/2023 7:25,8.4,Pointer 2,Prelab
spid1_4CULSOTLBZBJ6P4VI7VZENRXMA,Finished,15/03/2023 11:32,03/04/2023 10:13,10.0,Pointer 2,Prelab
spid1_H7J66LZOIZQNXY5WTSDP5UAMBR,Finished,15/03/2023 13:30,07/04/2023 23:40,10.0,Pointer 2,Prelab
spid1_MABY26XPTXAVTIVW5SLBU4VI64,Finished,15/03/2023 19:37,31/03/2023 14:06,10.0,Pointer 2,Prelab
spid1_HJEK6FNV3UQUQVQJF2MLHUGMLS,Finished,15/03/2023 20:17,17/03/2023 14:53,10.0,Pointer 2,Prelab
spid1_XECMYNTQCCOJUNXJXC4PZJ2PFB,Finished,16/03/2023 9:23,19/04/2023 20:29,8.6,Pointer 2,Prelab
spid1_CHUH5EJKMXWU5QMWBFZN64TNHN,Finished,16/03/2023 10:01,16/03/2023 10:14,9.4,Pointer 2,Prelab
spid1_CHUH5EJKMXWU5QMWBFZN64TNHN,Finished,16/03/2023 13:26,16/03/2023 13:31,10.0,Pointer 2,Prelab
spid1_G5FJB7J6CZZSTFJHBME7CRG5MT,Finished,16/03/2023 22:07,16/03/2023 22:20,2.8,Pointer 2,Prelab
spid1_G5FJB7J6CZZSTFJHBME7CRG5MT,Finished,16/03/2023 22:30,17/03/2023 10:54,10.0,Pointer 2,Prelab
spid1_6IEDQOTB4IFSWFPDO4NS7POCXU,Finished,16/03/2023 23:30,17/03/2023 10:07,4.8,Pointer 2,Prelab
spid1_TTI7O5QBPJLSDV2CHCFX4GHA6T,Finished,17/03/2023 1:07,13/04/2023 23:57,10.0,Pointer 2,Prelab
spid1_6IEDQOTB4IFSWFPDO4NS7POCXU,Finished,17/03/2023 11:26,17/03/2023 12:02,1.4,Pointer 2,Prelab
spid1_6IEDQOTB4IFSWFPDO4NS7POCXU,Finished,17/03/2023 12:14,17/03/2023 12:55,1.4,Pointer 2,Prelab
spid1_XVJAL4OONAC3ZBXWFH2PRCLG2Z,Finished,17/03/2023 13:25,18/03/2023 15:07,10.0,Pointer 2,Prelab
spid1_ZRDNPLBIX4JLI7JLO6I3YG7OTV,Finished,17/03/2023 13:48,17/03/2023 22:58,10.0,Pointer 2,Prelab
spid1_YX4I246VPQ5OQZH34MU7U7SZES,Finished,17/03/2023 16:16,19/03/2023 10:25,10.0,Pointer 2,Prelab
spid1_MMKNM7Z5R2SJEH6R6ALVSYJ3WR,Finished,17/03/2023 16:18,17/03/2023 16:18,1.4,Pointer 2,Prelab
spid1_YGW63SS2Z7WT7UXKPWSPRZ2QG2,Finished,17/03/2023 18:06,17/03/2023 18:10,10.0,Pointer 2,Prelab
spid1_OEOYPSVRIPXFKAHSVNHSN2KSZ5,Finished,18/03/2023 9:02,18/03/2023 9:11,1.4,Pointer 2,Prelab
spid1_OEOYPSVRIPXFKAHSVNHSN2KSZ5,Finished,18/03/2023 9:12,01/04/2023 16:39,2.8,Pointer 2,Prelab
spid1_EP4ZQ4ITUQIEXQYIGXMI5KPAET,Finished,18/03/2023 11:58,22/03/2023 10:59,10.0,Pointer 2,Prelab
spid1_BWMSXGTYV22BM6KKZEFQGT5472,Finished,18/03/2023 16:38,03/04/2023 16:53,10.0,Pointer 2,Prelab
spid1_XJTLQY3CBVOY5OP3IMKT5QQYSD,Finished,18/03/2023 18:39,07/04/2023 22:44,8.0,Pointer 2,Prelab
spid1_BSEATEQG4OXCR7LO5TVFAR56ZA,Finished,18/03/2023 18:56,25/03/2023 20:44,10.0,Pointer 2,Prelab
spid1_FW44OO6HQVOX453BRBDMOX7AEI,Finished,18/03/2023 22:04,20/03/2023 0:46,3.2,Pointer 2,Prelab
spid1_5BV637UKCYDVYMZP5OGAYTDBD5,Finished,18/03/2023 22:44,01/04/2023 13:00,10.0,Pointer 2,Prelab
spid1_O2GKKB2ABM4KTD32JQN527JHMM,Finished,19/03/2023 13:08,20/03/2023 9:18,10.0,Pointer 2,Prelab
spid1_LNF2IJBPDAIMN73UA4ANH77VGT,Finished,19/03/2023 13:53,28/03/2023 13:04,10.0,Pointer 2,Prelab
spid1_C627DGQSL3DRLZBO5OMSLVNL7Y,Finished,19/03/2023 14:31,19/03/2023 15:33,6.4,Pointer 2,Prelab
spid1_ECVYFLMCY6YFJ6KCSZ5ZTXUDUV,Finished,19/03/2023 16:59,02/04/2023 12:04,8.8,Pointer 2,Prelab
spid1_IQAWMT7CVWVJQUC5R56UTDCMX7,Finished,19/03/2023 17:38,22/03/2023 17:03,10.0,Pointer 2,Prelab
spid1_5BG4J2ZONUKHVAYNB6EP2AEDCI,Finished,19/03/2023 18:22,28/03/2023 14:14,8.4,Pointer 2,Prelab
spid1_C627DGQSL3DRLZBO5OMSLVNL7Y,Finished,19/03/2023 19:49,26/03/2023 8:48,10.0,Pointer 2,Prelab
spid1_ICSNCKINYSTLEDACM5STZZHLE7,Finished,20/03/2023 0:58,01/04/2023 18:44,10.0,Pointer 2,Prelab
spid1_JUCFQJS7TUSV5JKKHF3I6M2TOK,Finished,20/03/2023 15:45,21/03/2023 10:22,10.0,Pointer 2,Prelab
spid1_JCEMQLJUOKAAGI2KHIN5VB4SSI,Finished,20/03/2023 16:30,31/03/2023 20:29,10.0,Pointer 2,Prelab
spid1_H7V2COGELT3KAF3KQWB4XBQSIQ,Finished,20/03/2023 17:59,21/03/2023 8:53,10.0,Pointer 2,Prelab
spid1_TS7IFY6HSADY25NJAHBR6C3NXZ,Finished,20/03/2023 22:20,27/03/2023 22:39,10.0,Pointer 2,Prelab
spid1_QMZY7O5CL2IJCYIHYRHVXSALJD,Finished,21/03/2023 10:32,11/04/2023 19:44,10.0,Pointer 2,Prelab
spid1_UW25JJYZPCTHQB6X74PJMNWIZZ,Finished,21/03/2023 10:35,21/03/2023 10:40,10.0,Pointer 2,Prelab
spid1_XJ4C2ZGXPASOHLPOHVVGKP62D3,Finished,21/03/2023 14:48,21/03/2023 15:36,10.0,Pointer 2,Prelab
spid1_ITRBPEL72ZQI2KTA7ZVJVZILNT,Finished,22/03/2023 10:48,09/04/2023 22:12,10.0,Pointer 2,Prelab
spid1_PSU67VTM754XPOTNDRY7UO3JZU,Finished,22/03/2023 15:07,08/04/2023 10:50,7.0,Pointer 2,Prelab
spid1_CB5DILJDDK5NM4OUEO43IBIVET,Finished,22/03/2023 18:38,08/04/2023 17:50,1.4,Pointer 2,Prelab
spid1_MZABYLVTRRB4QZU4VB4JNDGYWM,Finished,23/03/2023 20:25,09/04/2023 17:21,9.8,Pointer 2,Prelab
spid1_3GWN3SCWMRUBNPDIHV6VQGMS2U,Finished,24/03/2023 10:31,24/03/2023 13:52,8.4,Pointer 2,Prelab
spid1_ZUGERPGQSMW66SCRZUKCXWABAK,Finished,24/03/2023 14:03,27/03/2023 20:50,10.0,Pointer 2,Prelab
spid1_7UPIU6SG3IDM54DWKK37IFNLPQ,Finished,24/03/2023 14:36,04/04/2023 22:43,10.0,Pointer 2,Prelab
spid1_T4W3TLBDTNDDQY3YV6EE3O6KK4,Finished,24/03/2023 15:34,12/04/2023 21:53,10.0,Pointer 2,Prelab
spid1_7WNHE5TEEM2A6Z6A56HCOFPZS5,Finished,25/03/2023 12:03,05/04/2023 23:55,10.0,Pointer 2,Prelab
spid1_DJTZJCAEVNPIRGHQL6LAERHWOI,Finished,25/03/2023 16:43,08/04/2023 12:55,10.0,Pointer 2,Prelab
spid1_6PE3TBCQ722QYNZUAX7I5C5C5Y,Finished,25/03/2023 17:13,26/03/2023 16:42,10.0,Pointer 2,Prelab
spid1_TTEQHTU74PRETPH5UGMEX5JOFV,Finished,26/03/2023 9:49,02/04/2023 12:42,7.6,Pointer 2,Prelab
spid1_PNVTQ3D3AU5M4LV7TGROUMIA65,Finished,26/03/2023 14:07,09/04/2023 15:10,10.0,Pointer 2,Prelab
spid1_6W34PK236QCT7QFQ5Y3NUY6K2R,Finished,26/03/2023 15:13,08/04/2023 12:24,9.4,Pointer 2,Prelab
spid1_FMJ5HNVPTD2DMB5DV23CCZTMJK,Finished,26/03/2023 15:38,26/03/2023 15:54,10.0,Pointer 2,Prelab
spid1_BSEATEQG4OXCR7LO5TVFAR56ZA,Finished,26/03/2023 16:45,26/03/2023 17:04,10.0,Pointer 2,Prelab
spid1_YKKHPVVAS75IZ7FXE5WKMVDLTN,In progress,26/03/2023 20:43,-,0.0,Pointer 2,Prelab
spid1_2UMRD2VQ3PD2WIYHGYAZO53E6X,Finished,26/03/2023 22:05,19/04/2023 22:28,10.0,Pointer 2,Prelab
spid1_IYIY7BQUZREWPHI77FBZTQOSKG,Finished,27/03/2023 3:07,27/03/2023 4:21,10.0,Pointer 2,Prelab
spid1_KQ6OBHDBQZDITVNFXV7S3OAF3D,Finished,27/03/2023 8:11,08/04/2023 8:13,10.0,Pointer 2,Prelab
spid1_OUEUNUX7IXTHVGFK5YL3DJNAJC,Finished,27/03/2023 8:22,27/03/2023 9:09,10.0,Pointer 2,Prelab
spid1_GZI4KGPY7ZSE7HNVETT5AVEOB5,Finished,27/03/2023 12:16,02/04/2023 16:12,9.8,Pointer 2,Prelab
spid1_VW6HIBSYVLPXI7STLBRRM5N3YG,Finished,27/03/2023 13:01,27/03/2023 13:39,10.0,Pointer 2,Prelab
spid1_RIOVBKZUN447CWRHSAXSHYB7J5,Finished,27/03/2023 13:17,02/04/2023 13:36,10.0,Pointer 2,Prelab
spid1_PEWC7LNUE2KVSWMVPX5AVIYBWC,Finished,27/03/2023 20:13,27/03/2023 22:36,10.0,Pointer 2,Prelab
spid1_PYLEML44JG7ANUAAGAIS42KPRL,Finished,27/03/2023 23:36,28/03/2023 15:16,10.0,Pointer 2,Prelab
spid1_ANIZHHL3YPZUAKXDV7QEDU7HFM,Finished,28/03/2023 1:58,28/03/2023 2:28,10.0,Pointer 2,Prelab
spid1_G4BHCLQAONZD2GPS4C3GN7XMCX,Finished,28/03/2023 7:37,01/04/2023 23:29,10.0,Pointer 2,Prelab
spid1_6DKJJK3MLNFCCYKWIDVOOMPF56,Finished,28/03/2023 8:08,30/03/2023 10:29,10.0,Pointer 2,Prelab
spid1_FQWA6QSM5Z2D4BVJ3OERVZFI7C,Finished,28/03/2023 8:12,02/04/2023 23:54,8.4,Pointer 2,Prelab
spid1_PCDVZK5FLBNVAVBKQDFGGAWD7H,Finished,28/03/2023 11:40,02/04/2023 17:18,8.0,Pointer 2,Prelab
spid1_XBV5PX6HHW56P34EGEEAQWSE5P,Finished,28/03/2023 13:36,01/04/2023 11:12,10.0,Pointer 2,Prelab
spid1_523L33KUKTWMCNCK2WVW6BYGGK,Finished,28/03/2023 13:44,28/03/2023 17:24,5.2,Pointer 2,Prelab
spid1_VDGMCWQELLIUK6JNQ7SLJDHRIG,Finished,28/03/2023 14:33,02/04/2023 0:21,10.0,Pointer 2,Prelab
spid1_4NHS7R537CBWNT6PL3MKZUFM3O,Finished,28/03/2023 14:46,02/04/2023 20:42,10.0,Pointer 2,Prelab
spid1_LI4RMLBDXSGQM5ACRUIEBTPELZ,Finished,28/03/2023 20:10,04/04/2023 17:11,10.0,Pointer 2,Prelab
spid1_BQWHRHTNBMD46STNV7NVBC6AYY,In progress,28/03/2023 20:37,-,0.0,Pointer 2,Prelab
spid1_KVVHPNA4ZOBTVMGH7AZPREV6IK,Finished,28/03/2023 20:40,30/03/2023 13:42,10.0,Pointer 2,Prelab
spid1_DAXENPLI4M2WVFPHBRDPB76OEV,In progress,28/03/2023 21:17,-,0.0,Pointer 2,Prelab
spid1_EI7P54KJ4LNXX6PBALANPSPFRM,Finished,28/03/2023 21:59,24/04/2023 22:23,10.0,Pointer 2,Prelab
spid1_5DT6NSZJUSH5TE4MRR6FZPMGK6,Finished,28/03/2023 22:10,01/04/2023 14:15,10.0,Pointer 2,Prelab
spid1_AKF7FN5UZD4F55AWMJKVSABK6J,Finished,29/03/2023 7:20,29/03/2023 7:34,8.2,Pointer 2,Prelab
spid1_LCV5MJSOGRBWFSLY6ZKXDFWTC7,Finished,29/03/2023 14:17,10/04/2023 16:17,10.0,Pointer 2,Prelab
spid1_ZNBDKY25CWHWWDEUVPNUWRQQTC,Finished,29/03/2023 16:54,31/03/2023 20:33,10.0,Pointer 2,Prelab
spid1_WI476XPPDDRBBFPP6K3OUSTPZB,In progress,29/03/2023 19:52,-,0.0,Pointer 2,Prelab
spid1_H4IXKIBNSJVK7SYLBW6JCXIXTK,Finished,29/03/2023 19:59,30/03/2023 19:30,10.0,Pointer 2,Prelab
spid1_4EIO47CK35PZ5P36CY7FWYBEE6,Finished,29/03/2023 21:33,30/03/2023 13:33,10.0,Pointer 2,Prelab
spid1_NTWIWVPSAPJGBMAYH7JSMQ3NOH,Finished,29/03/2023 22:00,30/03/2023 18:33,10.0,Pointer 2,Prelab
spid1_VUMCI6OWPLOMX255T7LBJ6TKRO,Finished,30/03/2023 8:51,30/03/2023 9:39,7.6,Pointer 2,Prelab
spid1_RJX2ZJ3RC6YSZLHWEGEUHE5DAC,Finished,30/03/2023 9:37,02/04/2023 22:23,9.2,Pointer 2,Prelab
spid1_Y5UCJQJ2URPMMZPIALR6JLYB7X,Finished,30/03/2023 10:12,01/04/2023 9:52,10.0,Pointer 2,Prelab
spid1_QUWL6KUFJSFGAPKV6XNCEK3MSE,Finished,30/03/2023 20:08,02/04/2023 21:22,6.8,Pointer 2,Prelab
spid1_JU5DJDR523WKIIIA7DAWKMD7FZ,Finished,30/03/2023 20:31,30/03/2023 21:48,10.0,Pointer 2,Prelab
spid1_5BG4J2ZONUKHVAYNB6EP2AEDCI,Finished,30/03/2023 22:24,31/03/2023 21:14,10.0,Pointer 2,Prelab
spid1_4GHDQLHASXL6JK2TN7PYQBVT7H,Finished,31/03/2023 1:00,02/04/2023 17:41,10.0,Pointer 2,Prelab
spid1_LIBCHHNFYFGZ4AXQTM7JAGAMAU,Finished,31/03/2023 9:35,31/03/2023 12:28,7.8,Pointer 2,Prelab
spid1_CK5IG37S44MQA3MCO4KMCKTV3L,Finished,31/03/2023 9:39,01/04/2023 22:01,10.0,Pointer 2,Prelab
spid1_UPRDA6LNBF5BR23E7VE73X4IPK,Finished,31/03/2023 14:38,31/03/2023 15:36,10.0,Pointer 2,Prelab
spid1_FXI7XMDE5MT5GLSBGCCJKSW5GS,Finished,31/03/2023 16:41,31/03/2023 18:08,8.6,Pointer 2,Prelab
spid1_WUOXCJ35SPARQHEFHC2WYTZEJY,Finished,31/03/2023 16:42,02/04/2023 0:24,9.4,Pointer 2,Prelab
spid1_U7J5IL6HLYRYNA5BFS5Y23FACI,Finished,31/03/2023 18:15,09/04/2023 23:08,10.0,Pointer 2,Prelab
spid1_MZ5G3V57QREZMBM5TEIXUXSLPE,Finished,31/03/2023 19:32,31/03/2023 21:30,10.0,Pointer 2,Prelab
spid1_3PXWHT2T52KEV4FQB2YNJV4NAT,Finished,31/03/2023 19:39,31/03/2023 19:48,10.0,Pointer 2,Prelab
spid1_2A7DYXVQAOBDTUAVQI2QSPKP2I,Finished,31/03/2023 21:12,02/04/2023 19:10,10.0,Pointer 2,Prelab
spid1_JQVDBZPFSUITN4EHCMSAJTT6FB,Finished,31/03/2023 21:34,01/04/2023 18:26,10.0,Pointer 2,Prelab
spid1_TAVZAE4YTQVUZ5F5K4CADLZTX3,Finished,31/03/2023 21:37,08/04/2023 20:01,10.0,Pointer 2,Prelab
spid1_C3SKQJK6OFTZ5IQDJYUY5W4P3P,Finished,31/03/2023 21:44,05/04/2023 15:17,10.0,Pointer 2,Prelab
spid1_KXWPIZIBHXVNXTTFXINTRBZ2BE,Finished,31/03/2023 21:56,03/04/2023 9:29,10.0,Pointer 2,Prelab
spid1_EMXLXTK6LTTHIKBKD44EMRZC7P,In progress,31/03/2023 23:37,-,0.0,Pointer 2,Prelab
spid1_XAROWPNW4VCQTL5O3UISEZAMJH,Finished,01/04/2023 7:01,08/04/2023 18:22,10.0,Pointer 2,Prelab
spid1_VUMCI6OWPLOMX255T7LBJ6TKRO,Finished,01/04/2023 10:23,01/04/2023 10:43,10.0,Pointer 2,Prelab
spid1_BSEATEQG4OXCR7LO5TVFAR56ZA,In progress,01/04/2023 11:01,-,0.0,Pointer 2,Prelab
spid1_Y5UCJQJ2URPMMZPIALR6JLYB7X,Finished,01/04/2023 11:57,01/04/2023 12:01,10.0,Pointer 2,Prelab
spid1_YZDEE2LHIE52TRIRN3XYTUPVVK,Finished,01/04/2023 12:16,02/04/2023 9:48,10.0,Pointer 2,Prelab
spid1_QLOW4NJAUWTUTJIWXCV33PBOVC,Finished,01/04/2023 12:56,02/04/2023 10:47,10.0,Pointer 2,Prelab
spid1_PBKIKBE6YX7Z2JIVDQKP4T2FT3,Finished,01/04/2023 13:39,02/04/2023 2:47,10.0,Pointer 2,Prelab
spid1_PNLNRLP3JTJAENRA6ANW5IK4Z4,Finished,01/04/2023 14:10,03/04/2023 10:42,8.4,Pointer 2,Prelab
spid1_2HWOR7CZCM7RDM6ERVBZ7QBROR,Finished,01/04/2023 14:45,01/04/2023 19:50,10.0,Pointer 2,Prelab
spid1_6PRWKZRLEFAHLQZPNUQQO645DC,Finished,01/04/2023 15:06,08/04/2023 20:37,10.0,Pointer 2,Prelab
spid1_V4YF3SH6DLTIXZAIIN77QFG53O,Finished,01/04/2023 16:05,01/04/2023 21:33,10.0,Pointer 2,Prelab
spid1_BF2LY2RBKCTQH5Q6MVJWAALXYG,Finished,01/04/2023 16:34,02/04/2023 23:42,9.0,Pointer 2,Prelab
spid1_GH22SVH4I23CAIDMSA2DHH57SC,Finished,01/04/2023 16:37,03/04/2023 10:19,10.0,Pointer 2,Prelab
spid1_OEOYPSVRIPXFKAHSVNHSN2KSZ5,Finished,01/04/2023 16:39,01/04/2023 16:45,8.2,Pointer 2,Prelab
spid1_BKHTCAAQR5TA4KDN4WDE3TWV2J,Finished,01/04/2023 17:45,13/04/2023 22:42,9.6,Pointer 2,Prelab
spid1_JQVDBZPFSUITN4EHCMSAJTT6FB,Finished,01/04/2023 18:26,01/04/2023 18:26,1.4,Pointer 2,Prelab
spid1_UJVCUG63UC44NOAQMWOMN3XVIR,Finished,01/04/2023 20:27,04/04/2023 10:44,10.0,Pointer 2,Prelab
spid1_FW44OO6HQVOX453BRBDMOX7AEI,Finished,01/04/2023 22:06,02/04/2023 10:10,8.4,Pointer 2,Prelab
spid1_RK7SOW5GAR3EXAH7UN2UPZ5PEW,Finished,01/04/2023 22:35,01/04/2023 23:21,10.0,Pointer 2,Prelab
spid1_YNIPLMX6US5RLEC6KN3X6PHSIX,Finished,01/04/2023 23:29,09/04/2023 16:42,9.8,Pointer 2,Prelab
spid1_FJQI63GZWLNQHSAVWDP47HRL6H,Finished,01/04/2023 23:32,02/04/2023 22:28,10.0,Pointer 2,Prelab
spid1_VDGMCWQELLIUK6JNQ7SLJDHRIG,Finished,02/04/2023 0:29,02/04/2023 0:47,10.0,Pointer 2,Prelab
spid1_EBEMZ4YJIKTQ23CGOND3C64VXN,Finished,02/04/2023 2:59,02/04/2023 3:08,10.0,Pointer 2,Prelab
spid1_D4R5Q3EKUSUI5GCF4SPC5CDRJR,Finished,02/04/2023 9:15,02/04/2023 10:38,10.0,Pointer 2,Prelab
spid1_O3Z5L4AFQO77AAZROFYXPMHX5Z,Finished,02/04/2023 9:20,09/04/2023 23:38,8.0,Pointer 2,Prelab
spid1_JWT5EVUX6VKYPTB7URZ5AALTPC,Finished,02/04/2023 10:06,02/04/2023 22:07,9.4,Pointer 2,Prelab
spid1_JBXDBJYYURMTTZSIBEVEF4UD5Q,Finished,02/04/2023 10:39,02/04/2023 16:55,10.0,Pointer 2,Prelab
spid1_EV3NUK2FPA5OZED4ESW6FL4RGI,In progress,02/04/2023 10:50,-,0.0,Pointer 2,Prelab
spid1_J43U26MUFFGH2DAKNSCGZ3WDKY,Finished,02/04/2023 10:58,02/04/2023 23:47,9.2,Pointer 2,Prelab
spid1_WTNCYHY4QTGNZBH3WKQD6PUILW,Finished,02/04/2023 12:51,07/04/2023 23:05,10.0,Pointer 2,Prelab
spid1_N3LKQYQ4AY3XVGT5X555ISD4E7,Finished,02/04/2023 13:38,02/04/2023 14:00,8.4,Pointer 2,Prelab
spid1_XOJQMC6CWJE4QD6QAENW5RFFAR,Finished,02/04/2023 15:19,02/04/2023 15:58,8.2,Pointer 2,Prelab
spid1_GZI4KGPY7ZSE7HNVETT5AVEOB5,Finished,02/04/2023 16:16,02/04/2023 16:20,9.8,Pointer 2,Prelab
spid1_DIZWBJAH2MFPABRRAGFHCG4V2T,Finished,02/04/2023 18:48,02/04/2023 20:27,10.0,Pointer 2,Prelab
spid1_LIBCHHNFYFGZ4AXQTM7JAGAMAU,Finished,02/04/2023 18:52,03/04/2023 13:29,10.0,Pointer 2,Prelab
spid1_MMKNM7Z5R2SJEH6R6ALVSYJ3WR,Finished,02/04/2023 19:51,02/04/2023 20:19,10.0,Pointer 2,Prelab
spid1_YEGUR6TLWIURSWN4L7UUPTN6JS,Finished,02/04/2023 20:04,02/04/2023 23:30,10.0,Pointer 2,Prelab
spid1_Y2F476JQHEKTV4IXXMBIS4RAAV,Finished,02/04/2023 20:05,07/04/2023 7:05,10.0,Pointer 2,Prelab
spid1_43LT6BEA3RO2KIXGM7LJ5VGYEZ,Finished,02/04/2023 20:37,12/04/2023 14:24,10.0,Pointer 2,Prelab
spid1_J37WNUDS3P5DHBBT22XPITDCG6,Finished,02/04/2023 20:40,02/04/2023 20:54,8.4,Pointer 2,Prelab
spid1_H5HFYJH62FAFDWAG4EAA6OLKNO,Finished,02/04/2023 21:21,09/04/2023 21:31,10.0,Pointer 2,Prelab
spid1_KXTZ46QB7GBTXGGRMYW53AYSIW,Finished,02/04/2023 21:38,03/04/2023 10:58,10.0,Pointer 2,Prelab
spid1_Q4YSAJQUVC5XDNWDXNVTTTLXYH,Finished,02/04/2023 22:15,06/04/2023 21:14,10.0,Pointer 2,Prelab
spid1_6OF5L2T3VQA5K33CXNOKT2Z7X7,Finished,02/04/2023 22:19,04/04/2023 8:15,10.0,Pointer 2,Prelab
spid1_UZC4TWZY2IFBEN6HGHFZPNI5CW,Finished,02/04/2023 22:23,13/04/2023 16:02,10.0,Pointer 2,Prelab
spid1_FLRA327ZX3LJJQCB6CRVGWMUUJ,Finished,02/04/2023 23:01,08/04/2023 22:37,10.0,Pointer 2,Prelab
spid1_II4WQ24BYXMBLWTIEUHHITU6AR,Finished,02/04/2023 23:15,02/04/2023 23:17,10.0,Pointer 2,Prelab
spid1_II4WQ24BYXMBLWTIEUHHITU6AR,Finished,02/04/2023 23:25,02/04/2023 23:43,10.0,Pointer 2,Prelab
spid1_BF2LY2RBKCTQH5Q6MVJWAALXYG,Finished,02/04/2023 23:46,09/04/2023 22:59,8.0,Pointer 2,Prelab
spid1_IMCDOYGULMT4BMWNH6KNWKA3ZO,In progress,03/04/2023 0:22,-,0.0,Pointer 2,Prelab
spid1_N64GOSTWA4JXUNIIKRYP6CZ6XS,Finished,03/04/2023 2:01,03/04/2023 23:05,10.0,Pointer 2,Prelab
spid1_JQVDBZPFSUITN4EHCMSAJTT6FB,In progress,03/04/2023 7:52,-,0.0,Pointer 2,Prelab
spid1_EZJZFG57IDBKDHYZ6OUQCKFGAZ,Finished,03/04/2023 8:56,03/04/2023 16:16,10.0,Pointer 2,Prelab
spid1_GNAZAN4KM4FPQGVTHBGPVNN2RN,Finished,03/04/2023 9:21,03/04/2023 9:27,10.0,Pointer 2,Prelab
